112.200.223.65 - - [18/Jul/2010:06:26:00 -0400] "GET /ece242/examples/HelloWorld.java HTTP/1.1" 404 335 "http://www.ecs.umass.edu/ece/ece122/help/setenvironment.htm" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; InfoPath.2)"
212.65.2.130 - - [20/Jul/2010:03:55:24 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:55:28 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:55:31 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:55:31 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:55:31 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:55:33 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
67.195.113.245 - - [20/Jul/2010:03:56:42 -0400] "GET /~gao/ece697_05/references/internet_prl%2Eps%2Egz HTTP/1.0" 404 346 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
128.119.100.152 - - [20/Jul/2010:03:57:23 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Gnuplot HTTP/1.0" 200 2824 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [20/Jul/2010:03:57:26 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Misc HTTP/1.0" 200 8630 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:03:57:37 -0400] "GET / HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [20/Jul/2010:03:57:38 -0400] "GET /~yliao/pmwiki/index.php?n=Research.Project HTTP/1.0" 200 3844 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [20/Jul/2010:03:57:48 -0400] "GET /~yliao/pmwiki/index.php?n=Research.Research HTTP/1.0" 200 2679 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
212.65.2.130 - - [20/Jul/2010:03:58:04 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:58:07 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:58:08 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:58:10 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:58:10 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [20/Jul/2010:03:58:13 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
128.119.100.152 - - [20/Jul/2010:04:00:28 -0400] "GET /~yliao/pmwiki/index.php?n=Site.Search HTTP/1.0" 200 3029 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [20/Jul/2010:04:00:29 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
67.195.113.245 - - [20/Jul/2010:04:01:27 -0400] "GET /~yliao/html/readlist.wik.html HTTP/1.0" 200 5686 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [20/Jul/2010:04:01:29 -0400] "GET /~yliao/html/blue.css HTTP/1.0" 304 - "http://rio.ecs.umass.edu/~yliao/html/readlist.wik.html" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
128.119.100.152 - - [20/Jul/2010:04:03:33 -0400] "GET /~yliao/pmwiki/index.php?n=Tool.Tools HTTP/1.0" 200 2681 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
174.121.75.42 - - [20/Jul/2010:04:07:47 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "GeoHasher/Nutch-1.0 (GeoHasher Web Search Engine; geohasher.gotdns.org; geo_hasher at yahoo * com)"
174.121.75.42 - - [20/Jul/2010:04:07:48 -0400] "GET /mnilpub/papers/jxia-JCS-wormdetection.bibtex HTTP/1.0" 200 327 "-" "GeoHasher/Nutch-1.0 (GeoHasher Web Search Engine; geohasher.gotdns.org; geo_hasher at yahoo * com)"
67.195.113.245 - - [20/Jul/2010:04:27:24 -0400] "GET /~yliao/html/paper/wlan-handoff.pdf HTTP/1.0" 200 1205552 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
123.125.66.61 - - [20/Jul/2010:04:37:13 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.94 - - [20/Jul/2010:04:39:33 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
66.249.71.35 - - [20/Jul/2010:04:46:00 -0400] "GET /~yliao/pmwiki/index.php?n=PmWiki.UTF-8 HTTP/1.1" 200 2999 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
67.195.113.245 - - [20/Jul/2010:04:46:55 -0400] "GET /mnilpub/papers/securecomm07.pdf HTTP/1.0" 200 650747 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
128.119.100.153 - - [20/Jul/2010:04:47:46 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:04:47:46 -0400] "GET / HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:04:53:04 -0400] "GET /~yliao/pmwiki/index.php?n=Main.HomePage HTTP/1.0" 200 2810 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:04:53:04 -0400] "GET /~yliao/pmwiki/index.php HTTP/1.0" 200 2810 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:04:53:04 -0400] "GET /~yliao/pmwiki/index.php?n=Course.Course HTTP/1.0" 200 2725 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:05:17:44 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:05:17:44 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:05:17:47 -0400] "GET /~yliao/pmwiki/ HTTP/1.0" 200 2810 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [20/Jul/2010:05:18:33 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [20/Jul/2010:05:18:33 -0400] "GET /~yliao/pmwiki/index.php?n=Fun.Fun HTTP/1.0" 200 2455 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
210.212.120.60 - - [20/Jul/2010:05:23:23 -0400] "GET /mnilpub/papers/transient.pdf HTTP/1.0" 200 281935 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; AskTB5.6)"
128.119.100.152 - - [20/Jul/2010:05:26:11 -0400] "GET /~yliao/pmwiki/index.php?n=Main.WebSites HTTP/1.0" 200 2681 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
207.46.204.236 - - [20/Jul/2010:05:46:18 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
67.218.116.164 - - [20/Jul/2010:05:47:11 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Mozilla/5.0 (Twiceler-0.9 http://www.cuil.com/twiceler/robot.html)"
220.181.7.116 - - [20/Jul/2010:05:47:13 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
123.125.66.60 - - [20/Jul/2010:05:47:17 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
128.119.100.153 - - [20/Jul/2010:05:47:46 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [20/Jul/2010:05:47:46 -0400] "GET / HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
207.46.204.236 - - [20/Jul/2010:05:48:52 -0400] "GET /~jqiu/secure_tech.pdf HTTP/1.1" 404 331 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
67.195.113.245 - - [20/Jul/2010:06:00:39 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.RecentChanges HTTP/1.0" 200 2328 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [20/Jul/2010:06:00:42 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.0" 304 - "http://rio.ecs.umass.edu/~yliao/pmwiki/index.php?n=Misc.RecentChanges" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
70.37.163.61 - - [20/Jul/2010:06:07:10 -0400] "GET /mnilpub/papers/ICCCN2008.pdf HTTP/1.1" 200 185520 "-" "-"
128.119.100.152 - - [20/Jul/2010:06:10:19 -0400] "GET /~yliao HTTP/1.0" 301 330 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
201.76.166.70 - - [20/Jul/2010:06:18:20 -0400] "GET /nosuichfile.php HTTP/1.1" 404 322 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:20 -0400] "GET /noxdir/nosuichfile.php HTTP/1.1" 404 326 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:20 -0400] "GET /PMA/scripts/setup.php HTTP/1.1" 404 326 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:20 -0400] "GET /PMA2005/scripts/setup.php HTTP/1.1" 404 329 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:21 -0400] "GET /admin/mysql/scripts/setup.php HTTP/1.1" 404 331 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:21 -0400] "GET /admin/phpmyadmin/scripts/setup.php HTTP/1.1" 404 331 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:21 -0400] "GET /admin/pma/scripts/setup.php HTTP/1.1" 404 329 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:21 -0400] "GET /admin/scripts/setup.php HTTP/1.1" 404 327 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:22 -0400] "GET /db/scripts/setup.php HTTP/1.1" 404 325 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:22 -0400] "GET /dbadmin/scripts/setup.php HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:22 -0400] "GET /myadmin/scripts/setup.php HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:22 -0400] "GET /mysql-admin/scripts/setup.php HTTP/1.1" 404 331 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:23 -0400] "GET /mysql/scripts/setup.php HTTP/1.1" 404 327 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:23 -0400] "GET /mysqladmin/scripts/setup.php HTTP/1.1" 404 330 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:23 -0400] "GET /mysqlmanager/scripts/setup.php HTTP/1.1" 404 332 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:23 -0400] "GET /p/m/a/scripts/setup.php HTTP/1.1" 404 326 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:24 -0400] "GET /pHpMy/scripts/setup.php HTTP/1.1" 404 327 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:24 -0400] "GET /pHpMyAdMiN/scripts/setup.php HTTP/1.1" 404 331 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:24 -0400] "GET /php-my-admin/scripts/setup.php HTTP/1.1" 404 331 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:24 -0400] "GET /php-myadmin/scripts/setup.php HTTP/1.1" 404 330 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:25 -0400] "GET /phpMyA/scripts/setup.php HTTP/1.1" 404 327 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:25 -0400] "GET /phpMyAdmi/scripts/setup.php HTTP/1.1" 404 329 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:25 -0400] "GET /phpMyAdmin-2.10.0/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:25 -0400] "GET /phpMyAdmin-2.11.1/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:26 -0400] "GET /phpMyAdmin-2.11.10/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:26 -0400] "GET /phpMyAdmin-2.11.2/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:26 -0400] "GET /phpMyAdmin-2.11.3/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:26 -0400] "GET /phpMyAdmin-2.11.4/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:26 -0400] "GET /phpMyAdmin-2.11.5/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:27 -0400] "GET /phpMyAdmin-2.11.6/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:27 -0400] "GET /phpMyAdmin-2.11.7/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:27 -0400] "GET /phpMyAdmin-2.11.8/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:27 -0400] "GET /phpMyAdmin-2.11.9/scripts/setup.php HTTP/1.1" 404 335 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:28 -0400] "GET /phpMyAdmin-2.2.3/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:28 -0400] "GET /phpMyAdmin-2.2.6/scripts/setup.php HTTP/1.1" 404 332 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:28 -0400] "GET /phpMyAdmin-2.3.0/scripts/setup.php HTTP/1.1" 404 332 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:28 -0400] "GET /phpMyAdmin-2.3.1/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:29 -0400] "GET /phpMyAdmin-2.3.2/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:29 -0400] "GET /phpMyAdmin-2.3.3/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:29 -0400] "GET /phpMyAdmin-2.3.4/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:29 -0400] "GET /phpMyAdmin-2.3.5/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:30 -0400] "GET /phpMyAdmin-2.3.6/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:30 -0400] "GET /phpMyAdmin-2.3.7/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:30 -0400] "GET /phpMyAdmin-2.3.8/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:30 -0400] "GET /phpMyAdmin-2.3.9/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:30 -0400] "GET /phpMyAdmin-2.4.0/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:31 -0400] "GET /phpMyAdmin-2.4.1/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:31 -0400] "GET /phpMyAdmin-2.4.2/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:31 -0400] "GET /phpMyAdmin-2.4.3/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:31 -0400] "GET /phpMyAdmin-2.4.4/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:32 -0400] "GET /phpMyAdmin-2.4.5/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:32 -0400] "GET /phpMyAdmin-2.4.6/scripts/setup.php HTTP/1.1" 404 333 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
201.76.166.70 - - [20/Jul/2010:06:18:32 -0400] "GET /phpMyAdmin-2.4.7/scripts/setup.php HTTP/1.1" 404 334 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6"
